ID;Rodada;Data;Hora;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Mandante Estado;Visitante Estado;Estado Vencedor
676;11;26/06/2004;18:00;Sabado;Santos;Guarani;Santos;pacaembu;2;1;SP;SP;SP
677;11;27/06/2004;16:00;Domingo;Internacional;Vasco;Vasco;beira rio;1;3;RS;RJ;RJ
678;11;27/06/2004;16:00;Domingo;Juventude;Corinthians;Juventude;alfredo jaconi;1;0;RS;SP;RS
679;11;27/06/2004;16:00;Domingo;Botafogo-RJ;Fluminense;-;maracana;3;3;RJ;RJ;-
680;11;27/06/2004;16:00;Domingo;Palmeiras;Sao Paulo;Palmeiras;pacaembu;2;1;SP;SP;SP
681;11;27/06/2004;16:00;Domingo;Paysandu;Vitoria;Paysandu;mangueirao;4;2;PA;BA;PA
682;11;27/06/2004;17:00;Domingo;Goias;Sao Caetano;Goias;serra dourada;3;2;GO;SP;GO
683;11;27/06/2004;18:00;Domingo;Ponte Preta;Cruzeiro;Ponte Preta;moises lucarelli;1;0;SP;MG;SP
684;11;27/06/2004;18:00;Domingo;Atletico-MG;Athletico-PR;Athletico-PR;mineirao;0;1;MG;PR;PR
685;12;03/07/2004;16:00;Sabado;Internacional;Criciuma;Internacional;beira rio;3;0;RS;SC;RS
686;12;03/07/2004;16:00;Sabado;Sao Paulo;Ponte Preta;Sao Paulo;morumbi;2;0;SP;SP;SP
687;12;03/07/2004;16:00;Sabado;Athletico-PR;Juventude;Athletico-PR;arena da baixada;4;1;PR;RS;PR
688;12;03/07/2004;16:00;Sabado;Figueirense;Vasco;-;orlando scarpelli;2;2;SC;RJ;-
689;12;03/07/2004;17:00;Sabado;Vitoria;Goias;-;barradao;0;0;BA;GO;-
690;12;03/07/2004;18:00;Sabado;Guarani;Atletico-MG;-;brinco de ouro;1;1;SP;MG;-
691;12;03/07/2004;18:00;Sabado;Fluminense;Gremio;Fluminense;maracana;2;0;RJ;RS;RJ
692;12;04/07/2004;16:00;Domingo;Parana;Palmeiras;Palmeiras;pinheirao;1;2;PR;SP;SP
693;12;04/07/2004;16:00;Domingo;Sao Caetano;Botafogo-RJ;Botafogo-RJ;anacleto campanella;1;2;SP;RJ;RJ
694;12;04/07/2004;16:00;Domingo;Corinthians;Santos;Santos;pacaembu;2;3;SP;SP;SP
695;12;04/07/2004;18:00;Domingo;Flamengo;Paysandu;Flamengo;raulino de oliveira;4;1;RJ;PA;RJ
696;12;04/07/2004;18:00;Domingo;Cruzeiro;Coritiba;Coritiba;mineirao;0;3;MG;PR;PR
697;13;06/07/2004;20:30;Terça-feira;Sao Paulo;Atletico-MG;Sao Paulo;morumbi;1;0;SP;MG;SP
698;13;06/07/2004;20:30;Terça-feira;Goias;Fluminense;Goias;serra dourada;4;0;GO;RJ;GO
699;13;06/07/2004;20:30;Terça-feira;Gremio;Figueirense;-;olimpico;2;2;RS;SC;-
700;13;06/07/2004;20:30;Terça-feira;Vasco;Vitoria;Vasco;sao januario;3;1;RJ;BA;RJ
701;13;07/07/2004;20:30;Quarta-feira;Botafogo-RJ;Internacional;Botafogo-RJ;caio martins;5;1;RJ;RS;RJ
702;13;07/07/2004;20:30;Quarta-feira;Parana;Athletico-PR;Parana;pinheirao;1;0;PR;PR;PR
703;13;07/07/2004;20:30;Quarta-feira;Cruzeiro;Guarani;Cruzeiro;mineirao;2;0;MG;SP;MG
704;13;07/07/2004;20:30;Quarta-feira;Palmeiras;Juventude;Palmeiras;parque antartica;4;1;SP;RS;SP
705;13;07/07/2004;20:30;Quarta-feira;Paysandu;Sao Caetano;-;mangueirao;0;0;PA;SP;-
706;13;07/07/2004;21:45;Quarta-feira;Criciuma;Flamengo;-;heriberto hulse;1;1;SC;RJ;-
707;13;07/07/2004;21:45;Quarta-feira;Ponte Preta;Santos;Santos;moises lucarelli;0;4;SP;SP;SP
708;13;07/07/2004;21:45;Quarta-feira;Coritiba;Corinthians;Corinthians;couto pereira;1;2;PR;SP;SP
709;14;10/07/2004;15:30;Sabado;Ponte Preta;Guarani;Ponte Preta;moises lucarelli;3;1;SP;SP;SP
710;14;10/07/2004;16:00;Sabado;Internacional;Gremio;Internacional;beira rio;2;0;RS;RS;RS
711;14;10/07/2004;16:00;Sabado;Santos;Sao Paulo;Santos;vila belmiro;2;1;SP;SP;SP
712;14;10/07/2004;16:00;Sabado;Vitoria;Botafogo-RJ;Vitoria;barradao;1;0;BA;RJ;BA
713;14;10/07/2004;16:00;Sabado;Flamengo;Vasco;Vasco;maracana;0;1;RJ;RJ;RJ
714;14;10/07/2004;16:00;Sabado;Juventude;Coritiba;Juventude;alfredo jaconi;1;0;RS;PR;RS
715;14;10/07/2004;17:00;Sabado;Goias;Paysandu;Goias;serra dourada;3;2;GO;PA;GO
716;14;10/07/2004;18:00;Sabado;Corinthians;Parana;Corinthians;pacaembu;1;0;SP;PR;SP
717;14;10/07/2004;18:00;Sabado;Athletico-PR;Palmeiras;-;arena da baixada;0;0;PR;SP;-
718;14;10/07/2004;20:30;Sabado;Figueirense;Criciuma;Figueirense;orlando scarpelli;2;0;SC;SC;SC
719;14;10/07/2004;20:30;Sabado;Fluminense;Sao Caetano;Fluminense;raulino de oliveira;1;0;RJ;SP;RJ
720;14;10/07/2004;20:30;Sabado;Atletico-MG;Cruzeiro;Atletico-MG;mineirao;2;0;MG;MG;MG
721;15;13/07/2004;20:30;Terça-feira;Atletico-MG;Vitoria;-;independencia;1;1;MG;BA;-
722;15;13/07/2004;20:30;Terça-feira;Corinthians;Criciuma;Corinthians;pacaembu;1;0;SP;SC;SP
723;15;13/07/2004;20:30;Terça-feira;Juventude;Fluminense;Juventude;alfredo jaconi;2;1;RS;RJ;RS
724;15;13/07/2004;20:30;Terça-feira;Gremio;Cruzeiro;Cruzeiro;olimpico;2;3;RS;MG;MG
725;15;13/07/2004;20:30;Terça-feira;Guarani;Internacional;Guarani;brinco de ouro;2;1;SP;RS;SP
726;15;13/07/2004;20:30;Terça-feira;Figueirense;Parana;-;orlando scarpelli;0;0;SC;PR;-
727;15;13/07/2004;20:30;Terça-feira;Paysandu;Ponte Preta;Paysandu;mangueirao;3;0;PA;SP;PA
728;15;13/07/2004;20:30;Terça-feira;Athletico-PR;Goias;Athletico-PR;arena da baixada;6;0;PR;GO;PR
729;15;13/07/2004;20:30;Terça-feira;Vasco;Coritiba;Coritiba;sao januario;2;3;RJ;PR;PR
730;15;13/07/2004;20:30;Terça-feira;Sao Caetano;Sao Paulo;-;anacleto campanella;0;0;SP;SP;-
731;15;13/07/2004;21:45;Terça-feira;Botafogo-RJ;Palmeiras;-;caio martins;1;1;RJ;SP;-
732;15;13/07/2004;21:45;Terça-feira;Santos;Flamengo;Santos;vila belmiro;2;0;SP;RJ;SP
733;16;17/07/2004;16:00;Sabado;Cruzeiro;Botafogo-RJ;Cruzeiro;mineirao;3;2;MG;RJ;MG
734;16;17/07/2004;16:00;Sabado;Internacional;Athletico-PR;Internacional;beira rio;6;0;RS;PR;RS
735;16;17/07/2004;16:00;Sabado;Palmeiras;Gremio;Palmeiras;parque antartica;2;0;SP;RS;SP
736;16;17/07/2004;16:00;Sabado;Vitoria;Corinthians;-;barradao;1;1;BA;SP;-
737;16;17/07/2004;16:00;Sabado;Parana;Sao Caetano;Sao Caetano;pinheirao;0;1;PR;SP;SP
738;16;17/07/2004;17:00;Sabado;Goias;Guarani;Goias;serra dourada;2;0;GO;SP;GO
739;16;17/07/2004;18:00;Sabado;Flamengo;Juventude;Juventude;raulino de oliveira;0;1;RJ;RS;RS
740;16;17/07/2004;18:00;Sabado;Fluminense;Santos;Fluminense;maracana;1;0;RJ;SP;RJ
741;16;17/07/2004;20:30;Sabado;Criciuma;Atletico-MG;Criciuma;heriberto hulse;4;2;SC;MG;SC
742;16;17/07/2004;20:30;Sabado;Coritiba;Paysandu;-;couto pereira;1;1;PR;PA;-
743;16;17/07/2004;20:30;Sabado;Ponte Preta;Vasco;Ponte Preta;moises lucarelli;3;2;SP;RJ;SP
744;16;17/07/2004;20:30;Sabado;Sao Paulo;Figueirense;Sao Paulo;morumbi;2;1;SP;SC;SP
745;17;20/07/2004;19:00;Terça-feira;Gremio;Parana;Gremio;olimpico;4;0;RS;PR;RS
746;17;20/07/2004;20:30;Terça-feira;Corinthians;Internacional;-;pacaembu;0;0;SP;RS;-
747;17;20/07/2004;20:30;Terça-feira;Juventude;Vitoria;Juventude;alfredo jaconi;3;2;RS;BA;RS
748;17;20/07/2004;20:30;Terça-feira;Atletico-MG;Goias;Goias;mineirao;0;2;MG;GO;GO
749;17;20/07/2004;20:30;Terça-feira;Guarani;Flamengo;Flamengo;brinco de ouro;0;1;SP;RJ;RJ
750;17;20/07/2004;20:30;Terça-feira;Figueirense;Coritiba;-;orlando scarpelli;1;1;SC;PR;-
751;17;20/07/2004;20:30;Terça-feira;Paysandu;Palmeiras;Paysandu;mangueirao;1;0;PA;SP;PA
752;17;20/07/2004;20:30;Terça-feira;Sao Caetano;Ponte Preta;Ponte Preta;anacleto campanella;0;1;SP;SP;SP
753;17;20/07/2004;20:30;Terça-feira;Vasco;Cruzeiro;Vasco;sao januario;3;2;RJ;MG;RJ
754;17;20/07/2004;21:45;Terça-feira;Botafogo-RJ;Sao Paulo;Botafogo-RJ;caio martins;1;0;RJ;SP;RJ
755;17;20/07/2004;21:45;Terça-feira;Athletico-PR;Fluminense;Athletico-PR;arena da baixada;4;1;PR;RJ;PR
756;17;20/07/2004;21:45;Terça-feira;Santos;Criciuma;Santos;vila belmiro;5;2;SP;SC;SP
757;18;24/07/2004;16:00;Sabado;Fluminense;Corinthians;Fluminense;maracana;2;0;RJ;SP;RJ
758;18;24/07/2004;16:00;Sabado;Internacional;Juventude;Juventude;beira rio;1;2;RS;RS;RS
759;18;24/07/2004;16:00;Sabado;Sao Paulo;Vasco;Sao Paulo;morumbi;1;0;SP;RJ;SP
760;18;24/07/2004;16:00;Sabado;Coritiba;Botafogo-RJ;Coritiba;couto pereira;1;0;PR;RJ;PR
761;18;24/07/2004;16:00;Sabado;Criciuma;Athletico-PR;Criciuma;heriberto hulse;4;1;SC;PR;SC
762;18;24/07/2004;17:00;Sabado;Vitoria;Guarani;Vitoria;barradao;3;2;BA;SP;BA
763;18;24/07/2004;18:00;Sabado;Flamengo;Atletico-MG;-;raulino de oliveira;0;0;RJ;MG;-
764;18;24/07/2004;18:00;Sabado;Cruzeiro;Sao Caetano;Sao Caetano;mineirao;0;1;MG;SP;SP
765;18;24/07/2004;20:30;Sabado;Goias;Santos;-;serra dourada;3;3;GO;SP;-
766;18;24/07/2004;20:30;Sabado;Palmeiras;Figueirense;-;parque antartica;0;0;SP;SC;-
767;18;24/07/2004;20:30;Sabado;Ponte Preta;Gremio;Ponte Preta;moises lucarelli;1;0;SP;RS;SP
768;18;24/07/2004;20:30;Sabado;Parana;Paysandu;Parana;pinheirao;2;0;PR;PA;PR
769;19;28/07/2004;20:30;Quarta-feira;Botafogo-RJ;Flamengo;-;maracana;0;0;RJ;RJ;-
770;19;28/07/2004;20:30;Quarta-feira;Corinthians;Cruzeiro;Corinthians;pacaembu;1;0;SP;MG;SP
771;19;28/07/2004;20:30;Quarta-feira;Athletico-PR;Ponte Preta;Athletico-PR;arena da baixada;4;0;PR;SP;PR
772;19;28/07/2004;20:30;Quarta-feira;Gremio;Vitoria;Gremio;olimpico;4;0;RS;BA;RS
773;19;28/07/2004;20:30;Quarta-feira;Paysandu;Criciuma;-;mangueirao;2;2;PA;SC;-
774;19;28/07/2004;21:45;Quarta-feira;Figueirense;Fluminense;Figueirense;orlando scarpelli;2;1;SC;RJ;SC
775;19;28/07/2004;21:45;Quarta-feira;Guarani;Palmeiras;Guarani;brinco de ouro;1;0;SP;SP;SP
776;19;28/07/2004;21:45;Quarta-feira;Juventude;Sao Paulo;Sao Paulo;alfredo jaconi;1;2;RS;SP;SP
777;19;29/07/2004;20:30;Quinta-feira;Vasco;Goias;Vasco;sao januario;3;1;RJ;GO;RJ
778;19;29/07/2004;20:30;Quinta-feira;Sao Caetano;Internacional;Sao Caetano;anacleto campanella;2;0;SP;RS;SP
779;19;29/07/2004;20:30;Quinta-feira;Atletico-MG;Parana;Atletico-MG;mineirao;4;1;MG;PR;MG
780;19;29/07/2004;20:30;Quinta-feira;Santos;Coritiba;Santos;vila belmiro;4;2;SP;PR;SP
781;20;31/07/2004;16:00;Sabado;Fluminense;Cruzeiro;-;maracana;0;0;RJ;MG;-
782;20;31/07/2004;16:00;Sabado;Athletico-PR;Gremio;-;arena da baixada;0;0;PR;RS;-
783;20;01/08/2004;16:00;Domingo;Flamengo;Palmeiras;Palmeiras;raulino de oliveira;0;1;RJ;SP;SP
784;20;01/08/2004;16:00;Domingo;Juventude;Vasco;-;alfredo jaconi;1;1;RS;RJ;-
785;20;01/08/2004;16:00;Domingo;Criciuma;Ponte Preta;Criciuma;heriberto hulse;3;1;SC;SP;SC
786;20;01/08/2004;16:00;Domingo;Corinthians;Sao Caetano;Corinthians;pacaembu;2;0;SP;SP;SP
787;20;01/08/2004;16:00;Domingo;Santos;Paysandu;Santos;vila belmiro;6;0;SP;PA;SP
788;20;01/08/2004;16:00;Domingo;Atletico-MG;Figueirense;Atletico-MG;independencia;3;1;MG;SC;MG
789;20;01/08/2004;17:00;Domingo;Goias;Parana;Goias;serra dourada;3;0;GO;PR;GO
790;20;01/08/2004;17:00;Domingo;Vitoria;Coritiba;-;barradao;2;2;BA;PR;-
791;20;01/08/2004;18:00;Domingo;Internacional;Sao Paulo;-;beira rio;1;1;RS;SP;-
792;20;01/08/2004;18:00;Domingo;Guarani;Botafogo-RJ;Botafogo-RJ;brinco de ouro;0;2;SP;RJ;RJ
793;21;04/08/2004;20:30;Quarta-feira;Ponte Preta;Fluminense;Ponte Preta;moises lucarelli;3;2;SP;RJ;SP
794;21;04/08/2004;20:30;Quarta-feira;Palmeiras;Goias;Goias;parque antartica;0;3;SP;GO;GO
795;21;04/08/2004;20:30;Quarta-feira;Figueirense;Guarani;-;orlando scarpelli;1;1;SC;SP;-
796;21;04/08/2004;20:30;Quarta-feira;Sao Caetano;Athletico-PR;Athletico-PR;anacleto campanella;0;3;SP;PR;PR
797;21;04/08/2004;20:30;Quarta-feira;Paysandu;Atletico-MG;Paysandu;mangueirao;2;1;PA;MG;PA
798;21;04/08/2004;20:30;Quarta-feira;Parana;Criciuma;Criciuma;pinheirao;0;3;PR;SC;SC
799;21;04/08/2004;21:45;Quarta-feira;Vasco;Corinthians;Corinthians;sao januario;1;3;RJ;SP;SP
800;21;04/08/2004;21:45;Quarta-feira;Coritiba;Flamengo;Coritiba;couto pereira;1;0;PR;RJ;PR
801;21;04/08/2004;21:45;Quarta-feira;Gremio;Santos;Gremio;olimpico;3;1;RS;SP;RS
802;21;05/08/2004;20:30;Quinta-feira;Botafogo-RJ;Juventude;Juventude;caio martins;0;1;RJ;RS;RS
803;21;05/08/2004;20:30;Quinta-feira;Cruzeiro;Internacional;Cruzeiro;mineirao;2;0;MG;RS;MG
804;21;05/08/2004;20:30;Quinta-feira;Sao Paulo;Vitoria;Sao Paulo;morumbi;2;1;SP;BA;SP
805;22;07/08/2004;16:00;Sabado;Fluminense;Parana;Fluminense;raulino de oliveira;3;1;RJ;PR;RJ
806;22;07/08/2004;16:00;Sabado;Santos;Sao Caetano;Sao Caetano;vila belmiro;0;1;SP;SP;SP
807;22;07/08/2004;16:00;Sabado;Goias;Coritiba;Coritiba;serra dourada;1;2;GO;PR;PR
808;22;07/08/2004;18:00;Sabado;Atletico-MG;Gremio;Atletico-MG;independencia;3;0;MG;RS;MG
809;22;08/08/2004;16:00;Domingo;Flamengo;Sao Paulo;Flamengo;raulino de oliveira;1;0;RJ;SP;RJ
810;22;08/08/2004;16:00;Domingo;Corinthians;Botafogo-RJ;-;pacaembu;2;2;SP;RJ;-
811;22;08/08/2004;16:00;Domingo;Internacional;Ponte Preta;Ponte Preta;beira rio;1;2;RS;SP;SP
812;22;08/08/2004;16:00;Domingo;Guarani;Paysandu;-;brinco de ouro;0;0;SP;PA;-
813;22;08/08/2004;16:00;Domingo;Juventude;Figueirense;-;alfredo jaconi;0;0;RS;SC;-
814;22;08/08/2004;17:00;Domingo;Vitoria;Cruzeiro;Vitoria;barradao;3;2;BA;MG;BA
815;22;08/08/2004;18:00;Domingo;Criciuma;Palmeiras;Palmeiras;heriberto hulse;1;2;SC;SP;SP
816;22;08/08/2004;18:00;Domingo;Athletico-PR;Vasco;Athletico-PR;arena da baixada;2;0;PR;RJ;PR
817;23;11/08/2004;20:30;Quarta-feira;Sao Paulo;Goias;Sao Paulo;morumbi;4;0;SP;GO;SP
818;23;11/08/2004;20:30;Quarta-feira;Parana;Internacional;Internacional;pinheirao;1;2;PR;RS;RS
819;23;11/08/2004;20:30;Quarta-feira;Ponte Preta;Vitoria;Ponte Preta;moises lucarelli;1;0;SP;BA;SP
820;23;11/08/2004;20:30;Quarta-feira;Gremio;Guarani;-;olimpico;1;1;RS;SP;-
821;23;11/08/2004;20:30;Quarta-feira;Paysandu;Juventude;Juventude;mangueirao;0;1;PA;RS;RS
822;23;11/08/2004;21:45;Quarta-feira;Figueirense;Corinthians;Corinthians;orlando scarpelli;0;1;SC;SP;SP
823;23;11/08/2004;21:45;Quarta-feira;Cruzeiro;Flamengo;Cruzeiro;mineirao;2;0;MG;RJ;MG
824;23;11/08/2004;21:45;Quarta-feira;Vasco;Santos;Santos;sao januario;2;3;RJ;SP;SP
825;23;12/08/2004;20:30;Quinta-feira;Botafogo-RJ;Athletico-PR;-;caio martins;1;1;RJ;PR;-
826;23;12/08/2004;20:30;Quinta-feira;Sao Caetano;Atletico-MG;-;anacleto campanella;1;1;SP;MG;-
827;23;12/08/2004;20:30;Quinta-feira;Coritiba;Criciuma;Coritiba;couto pereira;1;0;PR;SC;PR
828;23;12/08/2004;20:30;Quinta-feira;Palmeiras;Fluminense;Palmeiras;parque antartica;3;2;SP;RJ;SP
829;24;14/08/2004;16:00;Sabado;Internacional;Figueirense;Internacional;beira rio;4;0;RS;SC;RS
830;24;14/08/2004;16:00;Sabado;Juventude;Cruzeiro;Juventude;alfredo jaconi;1;0;RS;MG;RS
831;24;14/08/2004;18:00;Sabado;Flamengo;Gremio;Flamengo;maracana;3;0;RJ;RS;RJ
832;24;14/08/2004;18:00;Sabado;Corinthians;Ponte Preta;Corinthians;pacaembu;2;0;SP;SP;SP
833;24;15/08/2004;16:00;Domingo;Criciuma;Vasco;Criciuma;heriberto hulse;1;0;SC;RJ;SC
834;24;15/08/2004;16:00;Domingo;Atletico-MG;Palmeiras;Palmeiras;mineirao;1;2;MG;SP;SP
835;24;15/08/2004;16:00;Domingo;Fluminense;Paysandu;-;maracana;1;1;RJ;PA;-
836;24;15/08/2004;16:00;Domingo;Goias;Botafogo-RJ;Goias;serra dourada;3;1;GO;RJ;GO
837;24;15/08/2004;16:00;Domingo;Guarani;Coritiba;-;brinco de ouro;0;0;SP;PR;-
838;24;15/08/2004;17:00;Domingo;Vitoria;Sao Caetano;Sao Caetano;barradao;1;2;BA;SP;SP
839;24;15/08/2004;18:00;Domingo;Santos;Parana;Santos;vila belmiro;5;1;SP;PR;SP
840;24;15/08/2004;18:00;Domingo;Athletico-PR;Sao Paulo;Athletico-PR;arena da baixada;1;0;PR;SP;PR
841;25;18/08/2004;20:30;Quarta-feira;Gremio;Juventude;Juventude;olimpico;2;4;RS;RS;RS
842;25;18/08/2004;20:30;Quarta-feira;Figueirense;Athletico-PR;-;orlando scarpelli;1;1;SC;PR;-
843;25;18/08/2004;20:30;Quarta-feira;Sao Caetano;Guarani;Sao Caetano;anacleto campanella;3;0;SP;SP;SP
844;25;18/08/2004;20:30;Quarta-feira;Cruzeiro;Goias;Goias;mineirao;1;3;MG;GO;GO
845;25;18/08/2004;20:30;Quarta-feira;Palmeiras;Internacional;Palmeiras;parque antartica;3;1;SP;RS;SP
846;25;18/08/2004;20:30;Quarta-feira;Parana;Vitoria;Parana;pinheirao;4;1;PR;BA;PR
847;25;18/08/2004;21:50;Quarta-feira;Botafogo-RJ;Santos;Botafogo-RJ;caio martins;2;0;RJ;SP;RJ
848;25;18/08/2004;21:50;Quarta-feira;Paysandu;Corinthians;Paysandu;mangueirao;2;1;PA;SP;PA
849;25;18/08/2004;21:50;Quarta-feira;Ponte Preta;Flamengo;Ponte Preta;moises lucarelli;1;0;SP;RJ;SP
850;25;19/08/2004;20:30;Quinta-feira;Coritiba;Fluminense;Coritiba;couto pereira;2;0;PR;RJ;PR
851;25;19/08/2004;20:30;Quinta-feira;Vasco;Atletico-MG;Vasco;sao januario;3;0;RJ;MG;RJ
852;25;19/08/2004;20:30;Quinta-feira;Sao Paulo;Criciuma;Sao Paulo;morumbi;2;0;SP;SC;SP
853;26;21/08/2004;16:00;Sabado;Flamengo;Parana;Flamengo;raulino de oliveira;2;1;RJ;PR;RJ
854;26;21/08/2004;16:00;Sabado;Corinthians;Gremio;-;pacaembu;1;1;SP;RS;-
855;26;22/08/2004;15:30;Domingo;Santos;Figueirense;Santos;wilson de barros;4;1;SP;SC;SP
856;26;22/08/2004;16:00;Domingo;Fluminense;Sao Paulo;Fluminense;raulino de oliveira;1;0;RJ;SP;RJ
857;26;22/08/2004;16:00;Domingo;Guarani;Vasco;-;brinco de ouro;1;1;SP;RJ;-
858;26;22/08/2004;16:00;Domingo;Criciuma;Cruzeiro;Cruzeiro;heriberto hulse;1;2;SC;MG;MG
859;26;22/08/2004;16:00;Domingo;Internacional;Coritiba;-;beira rio;1;1;RS;PR;-
860;26;22/08/2004;16:00;Domingo;Athletico-PR;Paysandu;Athletico-PR;arena da baixada;2;0;PR;PA;PR
861;26;22/08/2004;16:00;Domingo;Goias;Ponte Preta;Goias;serra dourada;5;0;GO;SP;GO
862;26;22/08/2004;16:00;Domingo;Juventude;Sao Caetano;-;alfredo jaconi;2;2;RS;SP;-
863;26;22/08/2004;18:00;Domingo;Vitoria;Palmeiras;-;barradao;2;2;BA;SP;-
864;26;22/08/2004;18:00;Domingo;Atletico-MG;Botafogo-RJ;-;mineirao;1;1;MG;RJ;-
865;27;28/08/2004;16:00;Sabado;Botafogo-RJ;Criciuma;-;caio martins;1;1;RJ;SC;-
866;27;28/08/2004;16:00;Sabado;Parana;Juventude;Juventude;pinheirao;1;2;PR;RS;RS
867;27;28/08/2004;16:00;Sabado;Sao Paulo;Guarani;-;morumbi;3;3;SP;SP;-
868;27;28/08/2004;18:00;Sabado;Gremio;Goias;-;olimpico;1;1;RS;GO;-
869;27;28/08/2004;18:00;Sabado;Paysandu;Internacional;Paysandu;mangueirao;2;1;PA;RS;PA
870;27;29/08/2004;16:00;Domingo;Sao Caetano;Flamengo;Flamengo;anacleto campanella;0;1;SP;RJ;RJ
871;27;29/08/2004;16:00;Domingo;Palmeiras;Corinthians;Corinthians;morumbi;0;1;SP;SP;SP
872;27;29/08/2004;16:00;Domingo;Vasco;Fluminense;-;maracana;1;1;RJ;RJ;-
873;27;29/08/2004;16:00;Domingo;Coritiba;Athletico-PR;Athletico-PR;couto pereira;1;2;PR;PR;PR
874;27;29/08/2004;16:00;Domingo;Figueirense;Vitoria;Figueirense;orlando scarpelli;2;1;SC;BA;SC
875;27;29/08/2004;18:00;Domingo;Ponte Preta;Atletico-MG;-;moises lucarelli;1;1;SP;MG;-
876;27;29/08/2004;18:00;Domingo;Cruzeiro;Santos;-;mineirao;4;4;MG;SP;-
877;28;01/09/2004;20:30;Quarta-feira;Fluminense;Internacional;Fluminense;maracana;3;1;RJ;RS;RJ
878;28;01/09/2004;20:30;Quarta-feira;Sao Paulo;Coritiba;Coritiba;morumbi;2;3;SP;PR;PR
879;28;01/09/2004;20:30;Quarta-feira;Cruzeiro;Parana;Parana;mineirao;1;4;MG;PR;PR
880;28;01/09/2004;20:30;Quarta-feira;Figueirense;Goias;Figueirense;orlando scarpelli;3;2;SC;GO;SC
881;28;01/09/2004;20:30;Quarta-feira;Criciuma;Sao Caetano;Sao Caetano;heriberto hulse;0;4;SC;SP;SP
882;28;01/09/2004;21:50;Quarta-feira;Corinthians;Atletico-MG;Corinthians;pacaembu;1;0;SP;MG;SP
883;28;01/09/2004;21:50;Quarta-feira;Ponte Preta;Palmeiras;-;moises lucarelli;0;0;SP;SP;-
884;28;01/09/2004;21:50;Quarta-feira;Juventude;Santos;Santos;alfredo jaconi;1;2;RS;SP;SP
885;28;02/09/2004;20:30;Quinta-feira;Flamengo;Vitoria;Flamengo;raulino de oliveira;2;0;RJ;BA;RJ
886;28;02/09/2004;20:30;Quinta-feira;Athletico-PR;Guarani;Athletico-PR;arena da baixada;2;0;PR;SP;PR
887;28;02/09/2004;20:30;Quinta-feira;Paysandu;Botafogo-RJ;Paysandu;mangueirao;2;0;PA;RJ;PA
888;28;02/09/2004;20:30;Quinta-feira;Gremio;Vasco;Vasco;olimpico;1;2;RS;RJ;RJ
889;29;07/09/2004;16:00;Terça-feira;Vasco;Paysandu;Paysandu;sao januario;0;1;RJ;PA;PA
890;29;07/09/2004;16:00;Terça-feira;Palmeiras;Cruzeiro;Cruzeiro;parque antartica;1;3;SP;MG;MG
891;29;08/09/2004;20:30;Quarta-feira;Parana;Sao Paulo;Sao Paulo;pinheirao;0;2;PR;SP;SP
892;29;08/09/2004;20:30;Quarta-feira;Atletico-MG;Juventude;-;mineirao;1;1;MG;RS;-
893;29;08/09/2004;20:30;Quarta-feira;Goias;Criciuma;Goias;serra dourada;2;1;GO;SC;GO
894;29;08/09/2004;20:30;Quarta-feira;Sao Caetano;Figueirense;Sao Caetano;anacleto campanella;1;0;SP;SC;SP
895;29;08/09/2004;21:50;Quarta-feira;Santos;Athletico-PR;-;vila belmiro;1;1;SP;PR;-
896;29;08/09/2004;21:50;Quarta-feira;Internacional;Flamengo;-;beira rio;0;0;RS;RJ;-
897;29;08/09/2004;21:50;Quarta-feira;Guarani;Corinthians;Corinthians;brinco de ouro;0;1;SP;SP;SP
898;29;09/09/2004;20:30;Quinta-feira;Vitoria;Fluminense;Fluminense;barradao;2;3;BA;RJ;RJ
899;29;09/09/2004;20:30;Quinta-feira;Botafogo-RJ;Gremio;Botafogo-RJ;caio martins;2;1;RJ;RS;RJ
900;29;09/09/2004;20:30;Quinta-feira;Coritiba;Ponte Preta;Coritiba;couto pereira;2;0;PR;SP;PR
901;30;11/09/2004;16:00;Sabado;Sao Paulo;Cruzeiro;-;pacaembu;0;0;SP;MG;-
902;30;11/09/2004;16:00;Sabado;Vasco;Sao Caetano;Sao Caetano;maracana;1;2;RJ;SP;SP
903;30;11/09/2004;16:00;Sabado;Guarani;Juventude;Guarani;brinco de ouro;3;1;SP;RS;SP
904;30;11/09/2004;18:00;Sabado;Goias;Internacional;Goias;serra dourada;1;0;GO;RS;GO
905;30;12/09/2004;16:00;Domingo;Fluminense;Flamengo;Fluminense;maracana;2;1;RJ;RJ;RJ
906;30;12/09/2004;16:00;Domingo;Palmeiras;Santos;Santos;pacaembu;1;2;SP;SP;SP
907;30;12/09/2004;16:00;Domingo;Figueirense;Botafogo-RJ;Figueirense;orlando scarpelli;3;1;SC;RJ;SC
908;30;12/09/2004;16:00;Domingo;Athletico-PR;Corinthians;Athletico-PR;arena da baixada;3;1;PR;SP;PR
909;30;12/09/2004;16:00;Domingo;Ponte Preta;Parana;Parana;moises lucarelli;0;2;SP;PR;PR
910;30;12/09/2004;16:00;Domingo;Vitoria;Criciuma;Vitoria;barradao;1;0;BA;SC;BA
911;30;12/09/2004;18:00;Domingo;Gremio;Paysandu;-;olimpico;1;1;RS;PA;-
912;30;12/09/2004;18:00;Domingo;Atletico-MG;Coritiba;Atletico-MG;mineirao;2;1;MG;PR;MG
