ID;Rodada;Data;Hora;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Mandante Estado;Visitante Estado;Estado Vencedor
913;31;18/09/2004;16:00;Sabado;Sao Caetano;Gremio;Sao Caetano;anacleto campanella;2;0;SP;RS;SP
914;31;18/09/2004;16:00;Sabado;Parana;Guarani;-;pinheirao;0;0;PR;SP;-
915;31;18/09/2004;18:00;Sabado;Santos;Atletico-MG;Santos;vila belmiro;2;0;SP;MG;SP
916;31;18/09/2004;18:00;Sabado;Criciuma;Fluminense;Fluminense;heriberto hulse;0;2;SC;RJ;RJ
917;31;19/09/2004;16:00;Domingo;Flamengo;Goias;Flamengo;raulino de oliveira;4;0;RJ;GO;RJ
918;31;19/09/2004;16:00;Domingo;Corinthians;Sao Paulo;-;morumbi;0;0;SP;SP;-
919;31;19/09/2004;16:00;Domingo;Internacional;Vitoria;Internacional;beira rio;2;1;RS;BA;RS
920;31;19/09/2004;16:00;Domingo;Botafogo-RJ;Vasco;-;maracana;2;2;RJ;RJ;-
921;31;19/09/2004;16:00;Domingo;Juventude;Ponte Preta;Ponte Preta;alfredo jaconi;1;2;RS;SP;SP
922;31;19/09/2004;16:00;Domingo;Paysandu;Figueirense;Paysandu;mangueirao;3;1;PA;SC;PA
923;31;19/09/2004;18:00;Domingo;Cruzeiro;Athletico-PR;Athletico-PR;mineirao;2;4;MG;PR;PR
924;31;19/09/2004;18:00;Domingo;Coritiba;Palmeiras;-;couto pereira;0;0;PR;SP;-
925;32;24/09/2004;20:30;Sexta-feira;Figueirense;Ponte Preta;Ponte Preta;orlando scarpelli;0;1;SC;SP;SP
926;32;25/09/2004;16:00;Sabado;Paysandu;Cruzeiro;Paysandu;mangueirao;3;1;PA;MG;PA
927;32;25/09/2004;16:00;Sabado;Atletico-MG;Internacional;-;mineirao;1;1;MG;RS;-
928;32;25/09/2004;16:00;Sabado;Sao Caetano;Coritiba;Sao Caetano;anacleto campanella;1;0;SP;PR;SP
929;32;25/09/2004;18:00;Sabado;Guarani;Fluminense;-;brinco de ouro;1;1;SP;RJ;-
930;32;25/09/2004;18:00;Sabado;Gremio;Sao Paulo;Gremio;olimpico;2;1;RS;SP;RS
931;32;26/09/2004;16:00;Domingo;Vasco;Palmeiras;Palmeiras;sao januario;2;5;RJ;SP;SP
932;32;26/09/2004;16:00;Domingo;Athletico-PR;Flamengo;Athletico-PR;arena da baixada;2;1;PR;RJ;PR
933;32;26/09/2004;16:00;Domingo;Corinthians;Goias;Corinthians;pacaembu;1;0;SP;GO;SP
934;32;26/09/2004;16:00;Domingo;Juventude;Criciuma;Juventude;alfredo jaconi;1;0;RS;SC;RS
935;32;26/09/2004;18:00;Domingo;Botafogo-RJ;Parana;Botafogo-RJ;caio martins;4;3;RJ;PR;RJ
936;32;26/09/2004;18:00;Domingo;Santos;Vitoria;Santos;vila belmiro;4;1;SP;BA;SP
937;33;28/09/2004;20:30;Terça-feira;Sao Paulo;Paysandu;Sao Paulo;morumbi;7;0;SP;PA;SP
938;33;28/09/2004;20:30;Terça-feira;Coritiba;Gremio;Coritiba;couto pereira;2;1;PR;RS;PR
939;33;28/09/2004;20:30;Terça-feira;Fluminense;Atletico-MG;-;maracana;1;1;RJ;MG;-
940;33;28/09/2004;20:30;Terça-feira;Cruzeiro;Figueirense;-;mineirao;3;3;MG;SC;-
941;33;29/09/2004;20:30;Quarta-feira;Palmeiras;Sao Caetano;Palmeiras;parque antartica;3;1;SP;SP;SP
942;33;29/09/2004;20:30;Quarta-feira;Parana;Vasco;Parana;pinheirao;2;1;PR;RJ;PR
943;33;29/09/2004;20:30;Quarta-feira;Criciuma;Guarani;-;heriberto hulse;1;1;SC;SP;-
944;33;29/09/2004;20:30;Quarta-feira;Vitoria;Athletico-PR;Athletico-PR;barradao;2;3;BA;PR;PR
945;33;29/09/2004;20:30;Quarta-feira;Goias;Juventude;Juventude;serra dourada;1;2;GO;RS;RS
946;33;29/09/2004;21:50;Quarta-feira;Internacional;Santos;Internacional;beira rio;2;1;RS;SP;RS
947;33;29/09/2004;21:50;Quarta-feira;Ponte Preta;Botafogo-RJ;-;moises lucarelli;1;1;SP;RJ;-
948;33;29/09/2004;21:50;Quarta-feira;Flamengo;Corinthians;-;maracana;0;0;RJ;SP;-
949;34;02/10/2004;15:30;Sabado;Vasco;Internacional;Vasco;sao januario;2;0;RJ;RS;RJ
950;34;02/10/2004;16:00;Sabado;Sao Paulo;Palmeiras;Sao Paulo;morumbi;2;1;SP;SP;SP
951;34;02/10/2004;16:00;Sabado;Fluminense;Botafogo-RJ;Botafogo-RJ;maracana;1;4;RJ;RJ;RJ
952;34;02/10/2004;16:00;Sabado;Athletico-PR;Atletico-MG;Athletico-PR;arena da baixada;5;0;PR;MG;PR
953;34;02/10/2004;16:00;Sabado;Sao Caetano;Goias;Sao Caetano;anacleto campanella;2;0;SP;GO;SP
954;34;02/10/2004;16:00;Sabado;Figueirense;Flamengo;Figueirense;orlando scarpelli;3;2;SC;RJ;SC
955;34;02/10/2004;17:00;Sabado;Vitoria;Paysandu;Vitoria;barradao;4;1;BA;PA;BA
956;34;02/10/2004;18:00;Sabado;Cruzeiro;Ponte Preta;Cruzeiro;mineirao;5;0;MG;SP;MG
957;34;02/10/2004;18:00;Sabado;Guarani;Santos;Santos;brinco de ouro;0;1;SP;SP;SP
958;34;02/10/2004;20:30;Sabado;Gremio;Criciuma;Gremio;olimpico;2;0;RS;SC;RS
959;34;02/10/2004;20:30;Sabado;Parana;Coritiba;Parana;pinheirao;1;0;PR;PR;PR
960;34;02/10/2004;20:30;Sabado;Corinthians;Juventude;Juventude;pacaembu;1;2;SP;RS;RS
961;35;06/10/2004;20:30;Quarta-feira;Coritiba;Cruzeiro;-;couto pereira;1;1;PR;MG;-
962;35;06/10/2004;20:30;Quarta-feira;Vasco;Figueirense;Vasco;sao januario;1;0;RJ;SC;RJ
963;35;06/10/2004;20:30;Quarta-feira;Criciuma;Internacional;Criciuma;heriberto hulse;1;0;SC;RS;SC
964;35;06/10/2004;20:30;Quarta-feira;Goias;Vitoria;Goias;serra dourada;4;0;GO;BA;GO
965;35;06/10/2004;21:50;Quarta-feira;Gremio;Fluminense;Fluminense;olimpico;2;3;RS;RJ;RJ
966;35;06/10/2004;21:50;Quarta-feira;Ponte Preta;Sao Paulo;Sao Paulo;moises lucarelli;0;1;SP;SP;SP
967;35;06/10/2004;21:50;Quarta-feira;Santos;Corinthians;-;vila belmiro;1;1;SP;SP;-
968;35;07/10/2004;20:30;Quinta-feira;Atletico-MG;Guarani;Atletico-MG;independencia;3;2;MG;SP;MG
969;35;07/10/2004;20:30;Quinta-feira;Palmeiras;Parana;-;parque antartica;1;1;SP;PR;-
970;35;07/10/2004;20:30;Quinta-feira;Paysandu;Flamengo;-;mangueirao;2;2;PA;RJ;-
971;35;07/10/2004;20:30;Quinta-feira;Juventude;Athletico-PR;-;alfredo jaconi;3;3;RS;PR;-
972;35;07/10/2004;20:30;Quinta-feira;Botafogo-RJ;Sao Caetano;-;caio martins;1;1;RJ;SP;-
973;36;16/10/2004;16:00;Sabado;Corinthians;Coritiba;-;pacaembu;0;0;SP;PR;-
974;36;16/10/2004;16:00;Sabado;Figueirense;Gremio;Figueirense;orlando scarpelli;2;0;SC;RS;SC
975;36;16/10/2004;16:00;Sabado;Vitoria;Vasco;Vitoria;barradao;4;1;BA;RJ;BA
976;36;16/10/2004;18:00;Sabado;Fluminense;Goias;Goias;maracana;1;4;RJ;GO;GO
977;36;16/10/2004;18:00;Sabado;Santos;Ponte Preta;Santos;vila belmiro;4;0;SP;SP;SP
978;36;17/10/2004;16:00;Domingo;Atletico-MG;Sao Paulo;Sao Paulo;independencia;0;5;MG;SP;SP
979;36;17/10/2004;16:00;Domingo;Internacional;Botafogo-RJ;Internacional;beira rio;3;1;RS;RJ;RS
980;36;17/10/2004;16:00;Domingo;Sao Caetano;Paysandu;Sao Caetano;anacleto campanella;3;0;SP;PA;SP
981;36;17/10/2004;16:00;Domingo;Guarani;Cruzeiro;Guarani;brinco de ouro;2;0;SP;MG;SP
982;36;17/10/2004;16:00;Domingo;Athletico-PR;Parana;-;arena da baixada;1;1;PR;PR;-
983;36;17/10/2004;18:00;Domingo;Flamengo;Criciuma;Flamengo;raulino de oliveira;3;1;RJ;SC;RJ
984;36;17/10/2004;18:00;Domingo;Juventude;Palmeiras;Palmeiras;alfredo jaconi;0;2;RS;SP;SP
985;37;23/10/2004;16:00;Sabado;Cruzeiro;Atletico-MG;Atletico-MG;mineirao;0;3;MG;MG;MG
986;37;23/10/2004;16:00;Sabado;Gremio;Internacional;Internacional;olimpico;1;3;RS;RS;RS
987;37;23/10/2004;16:00;Sabado;Coritiba;Juventude;Juventude;couto pereira;2;3;PR;RS;RS
988;37;23/10/2004;16:00;Sabado;Paysandu;Goias;Paysandu;mangueirao;4;2;PA;GO;PA
989;37;23/10/2004;18:00;Sabado;Botafogo-RJ;Vitoria;-;mario helenio;1;1;RJ;BA;-
990;37;23/10/2004;18:00;Sabado;Palmeiras;Athletico-PR;Palmeiras;parque antartica;3;1;SP;PR;SP
991;37;24/10/2004;16:00;Domingo;Sao Paulo;Santos;Sao Paulo;morumbi;1;0;SP;SP;SP
992;37;24/10/2004;16:00;Domingo;Vasco;Flamengo;Vasco;maracana;1;0;RJ;RJ;RJ
993;37;24/10/2004;16:00;Domingo;Sao Caetano;Fluminense;Sao Caetano;anacleto campanella;2;0;SP;RJ;SP
994;37;24/10/2004;16:00;Domingo;Criciuma;Figueirense;Criciuma;heriberto hulse;2;1;SC;SC;SC
995;37;24/10/2004;18:00;Domingo;Parana;Corinthians;Corinthians;pinheirao;1;2;PR;SP;SP
996;37;24/10/2004;18:00;Domingo;Guarani;Ponte Preta;-;brinco de ouro;0;0;SP;SP;-
997;38;26/10/2004;20:30;Terça-feira;Palmeiras;Botafogo-RJ;Palmeiras;parque antartica;2;1;SP;RJ;SP
998;38;26/10/2004;20:30;Terça-feira;Goias;Athletico-PR;Goias;serra dourada;2;0;GO;PR;GO
999;38;26/10/2004;20:30;Terça-feira;Cruzeiro;Gremio;Cruzeiro;mineirao;2;0;MG;RS;MG
1000;38;26/10/2004;20:30;Terça-feira;Vitoria;Atletico-MG;Vitoria;barradao;2;1;BA;MG;BA
1001;38;27/10/2004;20:30;Quarta-feira;Internacional;Guarani;Guarani;beira rio;1;3;RS;SP;SP
1002;38;27/10/2004;20:30;Quarta-feira;Parana;Figueirense;Parana;pinheirao;2;1;PR;SC;PR
1003;38;27/10/2004;20:30;Quarta-feira;Fluminense;Juventude;Fluminense;raulino de oliveira;7;1;RJ;RS;RJ
1004;38;27/10/2004;20:30;Quarta-feira;Ponte Preta;Paysandu;Ponte Preta;moises lucarelli;3;0;SP;PA;SP
1005;38;27/10/2004;21:50;Quarta-feira;Coritiba;Vasco;Vasco;couto pereira;0;1;PR;RJ;RJ
1006;38;27/10/2004;21:50;Quarta-feira;Flamengo;Santos;-;maracana;1;1;RJ;SP;-
1007;38;27/10/2004;21:50;Quarta-feira;Criciuma;Corinthians;-;heriberto hulse;1;1;SC;SP;-
1009;39;30/10/2004;16:00;Sabado;Santos;Fluminense;Santos;benedito teixeira;5;0;SP;RJ;SP
1010;39;30/10/2004;16:00;Sabado;Guarani;Goias;-;brinco de ouro;1;1;SP;GO;-
1011;39;30/10/2004;16:00;Sabado;Paysandu;Coritiba;-;mangueirao;0;0;PA;PR;-
1012;39;30/10/2004;16:00;Sabado;Botafogo-RJ;Cruzeiro;Botafogo-RJ;caio martins;2;1;RJ;MG;RJ
1013;39;30/10/2004;18:10;Sabado;Juventude;Flamengo;Juventude;alfredo jaconi;1;0;RS;RJ;RS
1014;39;30/10/2004;18:10;Sabado;Gremio;Palmeiras;Palmeiras;bento freitas;2;3;RS;SP;SP
1015;39;30/10/2004;20:30;Sabado;Corinthians;Vitoria;Corinthians;pacaembu;1;0;SP;BA;SP
1016;39;30/10/2004;20:30;Sabado;Figueirense;Sao Paulo;Figueirense;orlando scarpelli;1;0;SC;SP;SC
1017;39;30/10/2004;20:30;Sabado;Athletico-PR;Internacional;Athletico-PR;serra dourada;2;1;PR;RS;PR
1018;39;30/10/2004;20:30;Sabado;Atletico-MG;Criciuma;-;morumbi;2;2;MG;SC;-
1019;39;31/10/2004;16:00;Domingo;Vasco;Ponte Preta;-;sao januario;2;2;RJ;SP;-
1008;38;03/11/2004;20:30;Quarta-feira;Sao Paulo;Sao Caetano;Sao Paulo;morumbi;4;2;SP;SP;SP
1021;40;06/11/2004;16:00;Sabado;Palmeiras;Paysandu;Palmeiras;parque antartica;1;0;SP;PA;SP
1022;40;06/11/2004;17:00;Sabado;Goias;Atletico-MG;Goias;serra dourada;1;0;GO;MG;GO
1023;40;06/11/2004;18:00;Sabado;Flamengo;Guarani;Flamengo;raulino de oliveira;1;0;RJ;SP;RJ
1024;40;06/11/2004;18:00;Sabado;Parana;Gremio;Parana;pinheirao;1;0;PR;RS;PR
1025;40;07/11/2004;16:00;Domingo;Criciuma;Santos;-;heriberto hulse;1;1;SC;SP;-
1026;40;07/11/2004;16:00;Domingo;Internacional;Corinthians;Internacional;beira rio;3;0;RS;SP;RS
1027;40;07/11/2004;16:00;Domingo;Fluminense;Athletico-PR;Athletico-PR;maracana;1;2;RJ;PR;PR
1028;40;07/11/2004;16:00;Domingo;Cruzeiro;Vasco;Cruzeiro;mineirao;3;2;MG;RJ;MG
1029;40;07/11/2004;16:00;Domingo;Coritiba;Figueirense;Coritiba;couto pereira;2;0;PR;SC;PR
1030;40;07/11/2004;17:00;Domingo;Vitoria;Juventude;-;barradao;1;1;BA;RS;-
1031;40;07/11/2004;18:00;Domingo;Sao Paulo;Botafogo-RJ;Sao Paulo;morumbi;5;2;SP;RJ;SP
1032;40;07/11/2004;18:00;Domingo;Ponte Preta;Sao Caetano;Sao Caetano;moises lucarelli;0;3;SP;SP;SP
1020;39;10/11/2004;20:30;Quarta-feira;Sao Caetano;Parana;Sao Caetano;anacleto campanella;2;1;SP;PR;SP
1033;41;13/11/2004;16:00;Sabado;Botafogo-RJ;Coritiba;Botafogo-RJ;caio martins;4;1;RJ;PR;RJ
1034;41;13/11/2004;16:00;Sabado;Sao Caetano;Cruzeiro;Sao Caetano;anacleto campanella;4;1;SP;MG;SP
1035;41;13/11/2004;18:10;Sabado;Gremio;Ponte Preta;Gremio;bento freitas;6;1;RS;SP;RS
1036;41;13/11/2004;18:10;Sabado;Corinthians;Fluminense;-;pacaembu;1;1;SP;RJ;-
1037;41;14/11/2004;16:00;Domingo;Vasco;Sao Paulo;-;sao januario;0;0;RJ;SP;-
1038;41;14/11/2004;16:00;Domingo;Santos;Goias;Santos;prudentao;2;1;SP;GO;SP
1039;41;14/11/2004;16:00;Domingo;Atletico-MG;Flamengo;Atletico-MG;ipatingao;6;1;MG;RJ;MG
1040;41;14/11/2004;16:00;Domingo;Athletico-PR;Criciuma;Athletico-PR;arena da baixada;6;1;PR;SC;PR
1041;41;14/11/2004;16:00;Domingo;Guarani;Vitoria;-;brinco de ouro;0;0;SP;BA;-
1042;41;14/11/2004;17:00;Domingo;Paysandu;Parana;-;mangueirao;1;1;PA;PR;-
1043;41;14/11/2004;18:00;Domingo;Figueirense;Palmeiras;Palmeiras;orlando scarpelli;0;1;SC;SP;SP
1044;41;14/11/2004;18:00;Domingo;Juventude;Internacional;Internacional;colosso da lagoa;2;3;RS;RS;RS
1045;42;20/11/2004;16:00;Sabado;Fluminense;Figueirense;Figueirense;raulino de oliveira;0;2;RJ;SC;SC
1046;42;20/11/2004;16:00;Sabado;Parana;Atletico-MG;Parana;pinheirao;1;0;PR;MG;PR
1047;42;20/11/2004;18:10;Sabado;Palmeiras;Guarani;Guarani;parque antartica;0;2;SP;SP;SP
1048;42;20/11/2004;18:10;Sabado;Vitoria;Gremio;Vitoria;barradao;2;0;BA;RS;BA
1049;42;21/11/2004;16:00;Domingo;Goias;Vasco;Goias;serra dourada;3;2;GO;RJ;GO
1050;42;21/11/2004;16:00;Domingo;Ponte Preta;Athletico-PR;Athletico-PR;moises lucarelli;2;3;SP;PR;PR
1051;42;21/11/2004;16:00;Domingo;Flamengo;Botafogo-RJ;-;maracana;0;0;RJ;RJ;-
1052;42;21/11/2004;16:00;Domingo;Cruzeiro;Corinthians;Corinthians;mineirao;0;1;MG;SP;SP
1053;42;21/11/2004;16:00;Domingo;Coritiba;Santos;Santos;couto pereira;0;1;PR;SP;SP
1054;42;21/11/2004;16:00;Domingo;Criciuma;Paysandu;Criciuma;heriberto hulse;1;0;SC;PA;SC
1055;42;21/11/2004;18:00;Domingo;Internacional;Sao Caetano;Internacional;beira rio;1;0;RS;SP;RS
1056;42;21/11/2004;18:00;Domingo;Sao Paulo;Juventude;Sao Paulo;morumbi;4;0;SP;RS;SP
1057;43;27/11/2004;16:00;Sabado;Figueirense;Atletico-MG;Figueirense;santa cruz;2;1;SC;MG;SC
1058;43;27/11/2004;16:00;Sabado;Botafogo-RJ;Guarani;Botafogo-RJ;caio martins;1;0;RJ;SP;RJ
1059;43;27/11/2004;16:00;Sabado;Parana;Goias;Parana;pinheirao;2;1;PR;GO;PR
1060;43;27/11/2004;18:10;Sabado;Cruzeiro;Fluminense;Fluminense;mineirao;2;3;MG;RJ;RJ
1061;43;27/11/2004;18:10;Sabado;Sao Paulo;Internacional;Sao Paulo;morumbi;2;1;SP;RS;SP
1062;43;28/11/2004;16:00;Domingo;Paysandu;Santos;-;mangueirao;1;1;PA;SP;-
1063;43;28/11/2004;16:00;Domingo;Palmeiras;Flamengo;Flamengo;parque antartica;1;2;SP;RJ;RJ
1064;43;28/11/2004;16:00;Domingo;Ponte Preta;Criciuma;Ponte Preta;moises lucarelli;1;0;SP;SC;SP
1065;43;28/11/2004;16:00;Domingo;Sao Caetano;Corinthians;Sao Caetano;anacleto campanella;2;1;SP;SP;SP
1066;43;28/11/2004;16:00;Domingo;Coritiba;Vitoria;Coritiba;couto pereira;5;1;PR;BA;PR
1067;43;28/11/2004;18:00;Domingo;Gremio;Athletico-PR;-;colosso da lagoa;3;3;RS;PR;-
1068;43;28/11/2004;18:00;Domingo;Vasco;Juventude;-;sao januario;1;1;RJ;RS;-
1069;44;04/12/2004;16:00;Sabado;Fluminense;Ponte Preta;Fluminense;raulino de oliveira;1;0;RJ;SP;RJ
1070;44;04/12/2004;16:00;Sabado;Guarani;Figueirense;Guarani;brinco de ouro;2;1;SP;SC;SP
1071;44;04/12/2004;16:00;Sabado;Criciuma;Parana;Parana;heriberto hulse;1;2;SC;PR;PR
1072;44;04/12/2004;16:00;Sabado;Atletico-MG;Paysandu;-;ipatingao;0;0;MG;PA;-
1073;44;04/12/2004;18:10;Sabado;Goias;Palmeiras;-;serra dourada;0;0;GO;SP;-
1074;44;04/12/2004;18:10;Sabado;Corinthians;Vasco;Corinthians;pacaembu;3;1;SP;RJ;SP
1075;44;05/12/2004;16:00;Domingo;Vitoria;Sao Paulo;Sao Paulo;barradao;1;4;BA;SP;SP
1076;44;05/12/2004;16:00;Domingo;Santos;Gremio;Santos;benedito teixeira;5;1;SP;RS;SP
1077;44;05/12/2004;16:00;Domingo;Juventude;Botafogo-RJ;Juventude;alfredo jaconi;1;0;RS;RJ;RS
1078;44;05/12/2004;16:00;Domingo;Athletico-PR;Sao Caetano;Athletico-PR;arena da baixada;5;2;PR;SP;PR
1079;44;05/12/2004;18:00;Domingo;Internacional;Cruzeiro;Internacional;beira rio;2;0;RS;MG;RS
1080;44;05/12/2004;18:00;Domingo;Flamengo;Coritiba;-;raulino de oliveira;0;0;RJ;PR;-
1081;45;11/12/2004;16:00;Sabado;Gremio;Atletico-MG;Atletico-MG;colosso da lagoa;0;1;RS;MG;MG
1082;45;11/12/2004;17:00;Sabado;Paysandu;Guarani;Paysandu;mangueirao;4;2;PA;SP;PA
1083;45;11/12/2004;18:10;Sabado;Palmeiras;Criciuma;Palmeiras;parque antartica;3;2;SP;SC;SP
1084;45;11/12/2004;18:10;Sabado;Parana;Fluminense;Fluminense;pinheirao;0;1;PR;RJ;RJ
1085;45;12/12/2004;16:00;Domingo;Sao Paulo;Flamengo;-;morumbi;1;1;SP;RJ;-
1086;45;12/12/2004;16:00;Domingo;Sao Caetano;Santos;Santos;anacleto campanella;0;3;SP;SP;SP
1087;45;12/12/2004;16:00;Domingo;Botafogo-RJ;Corinthians;Corinthians;caio martins;1;2;RJ;SP;SP
1088;45;12/12/2004;16:00;Domingo;Vasco;Athletico-PR;Vasco;sao januario;1;0;RJ;PR;RJ
1089;45;12/12/2004;16:00;Domingo;Coritiba;Goias;Coritiba;couto pereira;1;0;PR;GO;PR
1090;45;12/12/2004;16:00;Domingo;Figueirense;Juventude;Figueirense;orlando scarpelli;1;0;SC;RS;SC
1091;45;12/12/2004;18:00;Domingo;Cruzeiro;Vitoria;Cruzeiro;mineirao;4;0;MG;BA;MG
1092;45;12/12/2004;18:00;Domingo;Ponte Preta;Internacional;Internacional;moises lucarelli;1;2;SP;RS;RS
1093;46;19/12/2004;16:00;Domingo;Fluminense;Palmeiras;-;maracana;1;1;RJ;SP;-
1094;46;19/12/2004;16:00;Domingo;Vitoria;Ponte Preta;Ponte Preta;barradao;1;2;BA;SP;SP
1095;46;19/12/2004;16:00;Domingo;Criciuma;Coritiba;-;heriberto hulse;3;3;SC;PR;-
1096;46;19/12/2004;16:00;Domingo;Guarani;Gremio;Guarani;brinco de ouro;2;0;SP;RS;SP
1097;46;19/12/2004;16:00;Domingo;Goias;Sao Paulo;Goias;serra dourada;2;0;GO;SP;GO
1098;46;19/12/2004;16:00;Domingo;Atletico-MG;Sao Caetano;Atletico-MG;mineirao;3;0;MG;SP;MG
1099;46;19/12/2004;16:00;Domingo;Flamengo;Cruzeiro;Flamengo;raulino de oliveira;6;2;RJ;MG;RJ
1100;46;19/12/2004;16:00;Domingo;Corinthians;Figueirense;Corinthians;pacaembu;5;2;SP;SC;SP
1101;46;19/12/2004;16:00;Domingo;Internacional;Parana;Internacional;beira rio;2;1;RS;PR;RS
1102;46;19/12/2004;16:00;Domingo;Juventude;Paysandu;Paysandu;alfredo jaconi;1;2;RS;PA;PA
1103;46;19/12/2004;16:00;Domingo;Athletico-PR;Botafogo-RJ;-;arena da baixada;1;1;PR;RJ;-
1104;46;19/12/2004;16:00;Domingo;Santos;Vasco;Santos;teixeirao;2;1;SP;RJ;SP
1105;1;23/04/2005;16:00;Sabado;Parana;Goias;Goias;pinheirao;0;2;PR;GO;GO
1106;1;23/04/2005;16:00;Sabado;Atletico-MG;Figueirense;Atletico-MG;mineirao;4;1;MG;SC;MG
1107;1;23/04/2005;18:10;Sabado;Sao Caetano;Palmeiras;-;bruno j daniel;2;2;SP;SP;-
1108;1;23/04/2005;18:10;Sabado;Flamengo;Cruzeiro;-;maracana;1;1;RJ;MG;-
1109;1;24/04/2005;16:00;Domingo;Internacional;Botafogo-RJ;Botafogo-RJ;beira rio;0;2;RS;RJ;RJ
1110;1;24/04/2005;16:00;Domingo;Fortaleza;Coritiba;Coritiba;pres vargas pf;0;1;CE;PR;PR
1111;1;24/04/2005;16:00;Domingo;Fluminense;Sao Paulo;Fluminense;maracana;2;1;RJ;SP;RJ
1112;1;24/04/2005;16:00;Domingo;Corinthians;Juventude;-;pacaembu;2;2;SP;RS;-
1113;1;24/04/2005;18:10;Domingo;Athletico-PR;Ponte Preta;Ponte Preta;arena da baixada;0;1;PR;SP;SP
1114;1;24/04/2005;18:10;Domingo;Brasiliense;Vasco;-;mane garrincha;2;2;DF;RJ;-
1115;1;24/04/2005;18:10;Domingo;Santos;Paysandu;Santos;a campanella pf;4;1;SP;PA;SP
1116;2;30/04/2005;16:00;Sabado;Goias;Sao Caetano;-;serra dourada;0;0;GO;SP;-
1117;2;30/04/2005;16:00;Sabado;Vasco;Fortaleza;-;r de oliveira pf;0;0;RJ;CE;-
1118;2;30/04/2005;16:00;Sabado;Palmeiras;Brasiliense;Palmeiras;parque antartica;2;1;SP;DF;SP
1119;2;30/04/2005;18:10;Sabado;Ponte Preta;Atletico-MG;-;moises lucarelli;3;3;SP;MG;-
1120;2;30/04/2005;18:10;Sabado;Sao Paulo;Parana;-;morumbi;1;1;SP;PR;-
1121;2;01/05/2005;16:00;Domingo;Cruzeiro;Internacional;Cruzeiro;mineirao;3;2;MG;RS;MG
1122;2;01/05/2005;16:00;Domingo;Juventude;Athletico-PR;Juventude;alfredo jaconi;1;0;RS;PR;RS
1123;2;01/05/2005;16:00;Domingo;Figueirense;Flamengo;Flamengo;orlando scarpelli;0;1;SC;RJ;RJ
1124;2;01/05/2005;16:00;Domingo;Botafogo-RJ;Corinthians;Botafogo-RJ;luso brasileiro pf;3;1;RJ;SP;RJ
1125;2;01/05/2005;18:10;Domingo;Coritiba;Santos;Santos;couto pereira;2;3;PR;SP;SP
1126;2;01/05/2005;18:10;Domingo;Paysandu;Fluminense;Fluminense;mangueirao;1;2;PA;RJ;RJ
1127;3;07/05/2005;16:00;Sabado;Parana;Juventude;-;pinheirao;2;2;PR;RS;-
1128;3;07/05/2005;16:00;Sabado;Goias;Figueirense;-;serra dourada;0;0;GO;SC;-
1129;3;07/05/2005;18:10;Sabado;Ponte Preta;Paysandu;Ponte Preta;moises lucarelli;2;0;SP;PA;SP
1130;3;07/05/2005;18:10;Sabado;Santos;Athletico-PR;Santos;vila belmiro;2;1;SP;PR;SP
1131;3;08/05/2005;16:00;Domingo;Internacional;Flamengo;Internacional;beira rio;1;0;RS;RJ;RS
1132;3;08/05/2005;16:00;Domingo;Coritiba;Palmeiras;Coritiba;couto pereira;1;0;PR;SP;PR
1133;3;08/05/2005;16:00;Domingo;Corinthians;Sao Paulo;Sao Paulo;pacaembu;1;5;SP;SP;SP
1134;3;08/05/2005;18:10;Domingo;Fluminense;Cruzeiro;Fluminense;raulino de oliveira;2;1;RJ;MG;RJ
1135;3;08/05/2005;18:10;Domingo;Sao Caetano;Fortaleza;Sao Caetano;anacleto campanella;2;1;SP;CE;SP
1136;3;08/05/2005;18:10;Domingo;Atletico-MG;Brasiliense;Brasiliense;mineirao;0;1;MG;DF;DF
1138;4;14/05/2005;16:00;Sabado;Fortaleza;Ponte Preta;Fortaleza;pres vargas pf;2;1;CE;SP;CE
1139;4;14/05/2005;18:10;Sabado;Botafogo-RJ;Atletico-MG;Botafogo-RJ;g coutinho pf;2;1;RJ;MG;RJ
1140;4;14/05/2005;18:10;Sabado;Sao Paulo;Coritiba;Sao Paulo;morumbi;1;0;SP;PR;SP
1141;4;14/05/2005;18:10;Sabado;Figueirense;Internacional;Internacional;orlando scarpelli;1;2;SC;RS;RS
1142;4;15/05/2005;16:00;Domingo;Cruzeiro;Goias;Cruzeiro;mineirao;3;1;MG;GO;MG
1143;4;15/05/2005;16:00;Domingo;Juventude;Vasco;Juventude;alfredo jaconi;4;1;RS;RJ;RS
1144;4;15/05/2005;16:00;Domingo;Athletico-PR;Corinthians;Corinthians;arena da baixada;1;2;PR;SP;SP
1145;4;15/05/2005;16:00;Domingo;Paysandu;Sao Caetano;Paysandu;mangueirao;3;2;PA;SP;PA
1146;4;15/05/2005;18:10;Domingo;Palmeiras;Parana;Parana;parque antartica;1;2;SP;PR;PR
1147;4;15/05/2005;18:10;Domingo;Flamengo;Santos;Flamengo;luso brasileiro;2;1;RJ;SP;RJ
1148;4;15/05/2005;18:10;Domingo;Brasiliense;Fluminense;Fluminense;boca do jacare;0;3;DF;RJ;RJ
1149;5;21/05/2005;16:00;Sabado;Parana;Ponte Preta;-;pinheirao;1;1;PR;SP;-
1150;5;21/05/2005;16:00;Sabado;Juventude;Paysandu;Juventude;alfredo jaconi;2;0;RS;PA;RS
